transaction_id,timestamp,customer_id,amount,merchant,category,location,device,channel,payment_type,ip_address,is_fraud,fraud_type,notes
TXN_000168,2025-09-01 21:25:00,CUST_00015,3813.84,ICICI Bank,retail,"Bangalore, KA",Android App,ATM,Wallet,158.128.118.205,0,,
TXN_000173,2025-09-17 02:36:00,CUST_00024,3328.53,Airbnb,utilities,"Pune, MH",POS Terminal,UPI,Net Banking,153.185.251.107,0,,
TXN_000042,2025-09-23 07:06:00,CUST_00012,1874.26,Apple Store,entertainment,"Roorkee, UK",Web Browser,Internet Banking,Net Banking,103.100.132.88,0,,
TXN_000028,2025-08-12 18:03:00,CUST_00053,733.58,Zomato,utilities,"Hyderabad, TS",Android App,UPI,Wallet,126.113.0.78,0,,
TXN_000099,2025-10-01 22:21:00,CUST_00015,1036.31,Spotify,grocery,"Roorkee, UK",Web Browser,Internet Banking,Wallet,155.57.43.135,0,,
TXN_000131,2025-09-12 17:49:00,CUST_00021,1936.04,Amazon,grocery,"Pune, MH",POS Terminal,Branch,Net Banking,158.141.167.23,0,,
TXN_000142,2025-08-15 19:33:00,CUST_00039,754.54,Airtel,food,"Roorkee, UK",POS Terminal,POS,UPI,137.174.195.202,0,,
TXN_000040,2025-09-23 16:08:00,CUST_00073,608.03,PhonePe,retail,"Delhi, DL",ATM,Mobile App,Net Banking,141.172.235.182,0,,
TXN_000039,2025-09-29 19:07:00,CUST_00021,383.81,Reliance Retail,entertainment,"Kolkata, WB",UPI App,Internet Banking,UPI,126.227.61.204,0,,
TXN_000166,2025-09-12 22:35:00,CUST_00002,10369.29,Spotify,travel,"Jaipur, RJ",ATM,Branch,Wallet,177.48.176.7,1,velocity_attack,Part of rapid successive transactions (velocity pattern detected)
TXN_000165,2025-09-10 20:19:00,CUST_00069,420.86,ICICI Bank,travel,"Pune, MH",UPI App,Branch,Net Banking,133.213.220.28,0,,
TXN_000036,2025-10-03 22:05:00,CUST_00022,34561.78,Jio,grocery,Singapore,ATM,Internet Banking,UPI,115.107.167.55,1,high_value_international,High-value transaction from international location outside customer profile
TXN_000071,2025-09-19 02:37:00,CUST_00063,2183.93,Walmart,electronics,"Pune, MH",iOS App,Branch,Debit Card,188.240.183.16,0,,
TXN_000047,2025-08-21 04:56:00,CUST_00002,829.02,Swiggy,entertainment,"Mumbai, MH",ATM,POS,UPI,196.171.27.39,0,,
TXN_000063,2025-09-12 02:20:00,CUST_00023,1162.79,ICICI Bank,travel,"Hyderabad, TS",Web Browser,POS,Debit Card,219.12.238.231,0,,
TXN_000025,2025-10-03 17:38:00,CUST_00040,273.57,Reliance Retail,transport,"Pune, MH",UPI App,UPI,Net Banking,222.225.169.241,0,,
TXN_000147,2025-10-04 15:13:00,CUST_00013,1573.77,Uber,grocery,"Pune, MH",Android App,Mobile App,Debit Card,190.249.213.76,0,,
TXN_000011,2025-09-14 19:47:00,CUST_00009,1400.72,Netflix,financial,"Jaipur, RJ",POS Terminal,Branch,Credit Card,128.112.191.113,0,,
TXN_000044,2025-09-14 00:13:00,CUST_00038,746.78,ICICI Bank,transport,"Roorkee, UK",POS Terminal,ATM,Debit Card,165.79.156.65,0,,
TXN_000072,2025-09-28 19:59:00,CUST_00051,536.32,Airbnb,entertainment,"Ahmedabad, GJ",iOS App,ATM,Credit Card,81.211.105.18,0,,
TXN_000105,2025-09-26 12:57:00,CUST_00057,677.08,PhonePe,utilities,"Roorkee, UK",iOS App,Branch,Net Banking,142.141.81.244,0,,
TXN_000098,2025-10-03 01:41:00,CUST_00033,2650.63,Target,transport,"Roorkee, UK",iOS App,Mobile App,Credit Card,156.173.234.17,0,,
TXN_000110,2025-08-19 05:35:00,CUST_00018,1017.21,McDonalds,transport,"Jaipur, RJ",UPI App,Branch,Net Banking,183.115.209.211,0,,
TXN_000003,2025-08-09 23:25:00,CUST_00046,1966.9,Target,utilities,"Ahmedabad, GJ",Web Browser,Branch,Wallet,141.157.98.181,0,,
TXN_000157,2025-10-04 03:15:00,CUST_00024,184.18,McDonalds,electronics,"Hyderabad, TS",UPI App,Internet Banking,Net Banking,130.102.54.24,0,,
TXN_000005,2025-08-14 18:46:00,CUST_00010,959.03,Apple Store,food,"Kolkata, WB",UPI App,ATM,UPI,107.220.16.207,0,,
TXN_000113,2025-09-08 17:22:00,CUST_00039,172.2,Jio,financial,"Roorkee, UK",Web Browser,UPI,UPI,56.30.23.243,0,,
TXN_000100,2025-09-21 22:20:00,CUST_00047,3828.23,McDonalds,travel,"Jaipur, RJ",ATM,ATM,Debit Card,53.101.34.89,0,,
TXN_000021,2025-09-29 19:44:00,CUST_00018,998.9,Tata Power,entertainment,"Hyderabad, TS",POS Terminal,POS,Debit Card,62.33.216.213,0,,
TXN_000121,2025-09-14 18:41:00,CUST_00079,1477.33,Paytm,utilities,"Jaipur, RJ",ATM,Mobile App,Debit Card,133.182.56.251,0,,
TXN_000074,2025-09-14 17:30:00,CUST_00004,510.24,Swiggy,food,Singapore,ATM,ATM,Wallet,200.37.231.129,0,,
TXN_000062,2025-10-05 00:33:00,CUST_00013,448.33,Amazon,grocery,"Mumbai, MH",Android App,Internet Banking,Wallet,154.154.92.44,0,,
TXN_000013,2025-09-03 15:24:00,CUST_00043,923.91,Netflix,travel,"Hyderabad, TS",ATM,Internet Banking,Net Banking,153.58.48.25,0,,
TXN_000103,2025-09-20 22:36:00,CUST_00046,203.79,BigBasket,retail,"Pune, MH",Web Browser,Internet Banking,Net Banking,176.104.136.206,1,card_testing,Small amount card testing pattern (possible stolen card validation)
TXN_000070,2025-08-12 18:26:00,CUST_00015,389.08,Reliance Retail,travel,"Ahmedabad, GJ",ATM,UPI,Credit Card,155.177.50.214,0,,
TXN_000093,2025-09-30 22:34:00,CUST_00044,1061.74,Swiggy,food,"Roorkee, UK",Web Browser,Branch,Credit Card,162.166.145.193,0,,
TXN_000182,2025-09-09 06:20:00,CUST_00039,355.25,Myntra,food,"Pune, MH",Web Browser,Branch,Credit Card,158.177.46.181,0,,
TXN_000117,2025-09-26 08:35:00,CUST_00074,524.26,Spotify,utilities,"Ahmedabad, GJ",POS Terminal,POS,Credit Card,104.159.180.13,0,,
TXN_000053,2025-09-19 16:55:00,CUST_00006,793.59,IRCTC,food,"Bangalore, KA",ATM,ATM,Net Banking,134.92.53.220,0,,
TXN_000109,2025-09-04 14:20:00,CUST_00057,1770.47,MakeMyTrip,travel,"Chennai, TN",Android App,ATM,Wallet,106.41.102.203,0,,
TXN_000054,2025-09-13 22:40:00,CUST_00021,695.5,ICICI Bank,utilities,"Kolkata, WB",Web Browser,ATM,UPI,152.231.0.169,0,,
TXN_000171,2025-09-11 18:40:00,CUST_00046,2250.27,Walmart,grocery,"Chennai, TN",iOS App,Internet Banking,Debit Card,78.56.191.178,0,,
TXN_000050,2025-09-18 18:01:00,CUST_00077,604.22,Walmart,grocery,"Chennai, TN",Web Browser,Branch,Wallet,218.215.101.109,0,,
TXN_000007,2025-10-03 06:53:00,CUST_00075,2358.72,Ola,electronics,"Bangalore, KA",Android App,Branch,Credit Card,223.118.32.99,0,,
TXN_000130,2025-09-08 21:04:00,CUST_00005,428.33,Paytm,retail,"Chennai, TN",Android App,UPI,Net Banking,118.59.57.85,0,,
TXN_000124,2025-09-26 03:02:00,CUST_00008,955.32,ICICI Bank,food,"Ahmedabad, GJ",POS Terminal,ATM,Wallet,139.183.135.157,0,,
TXN_000132,2025-09-28 17:39:00,CUST_00052,525.92,Paytm,travel,Singapore,Web Browser,UPI,Wallet,51.76.184.178,0,,
TXN_000111,2025-09-16 04:07:00,CUST_00074,403.45,Myntra,travel,"Ahmedabad, GJ",POS Terminal,Branch,Wallet,95.206.66.111,0,,
TXN_000128,2025-08-10 03:19:00,CUST_00053,1277.14,Starbucks,utilities,"San Francisco, USA",ATM,POS,Credit Card,122.92.146.166,0,,
TXN_000089,2025-09-18 03:57:00,CUST_00071,610.69,HDFC Bank,retail,"Hyderabad, TS",ATM,Mobile App,Debit Card,70.139.88.11,0,,
TXN_000032,2025-08-17 22:02:00,CUST_00018,42079.35,Apple Store,grocery,Singapore,POS Terminal,POS,Credit Card,170.125.132.193,1,high_value_international,High-value transaction from international location outside customer profile
TXN_000027,2025-10-03 18:39:00,CUST_00006,86304.68,Target,electronics,"Dubai, UAE",POS Terminal,ATM,UPI,125.139.158.171,1,high_value_international,High-value transaction from international location outside customer profile
TXN_000163,2025-09-26 18:08:00,CUST_00071,3062.43,Walmart,retail,"Hyderabad, TS",ATM,Branch,Net Banking,84.172.155.62,0,,
TXN_000002,2025-09-30 22:43:00,CUST_00026,725.55,IRCTC,financial,"Mumbai, MH",Android App,Internet Banking,Debit Card,75.33.194.25,0,,
TXN_000137,2025-10-03 15:01:00,CUST_00001,1011.93,PhonePe,transport,"Delhi, DL",ATM,Mobile App,Debit Card,153.56.69.197,0,,
TXN_000115,2025-09-24 03:05:00,CUST_00059,1244.73,Croma,travel,"Ahmedabad, GJ",UPI App,ATM,Debit Card,151.43.189.132,0,,
TXN_000191,2025-09-05 18:50:00,CUST_00078,305.94,Target,retail,"Bangalore, KA",ATM,ATM,Wallet,181.210.132.43,0,,
TXN_000108,2025-09-26 14:29:00,CUST_00072,561.37,Apple Store,travel,"Hyderabad, TS",Android App,Mobile App,Credit Card,67.125.88.231,0,,
TXN_000086,2025-10-02 02:22:00,CUST_00045,5604.5,Booking.com,utilities,"Bangalore, KA",Android App,Branch,UPI,94.207.252.119,0,,
TXN_000187,2025-10-02 21:22:00,CUST_00051,2406.37,McDonalds,entertainment,"Hyderabad, TS",iOS App,UPI,UPI,141.249.162.34,0,,
TXN_000106,2025-09-28 19:37:00,CUST_00004,4356.43,Apple Store,food,"Mumbai, MH",ATM,UPI,UPI,203.49.230.243,0,,
TXN_000012,2025-09-29 02:56:00,CUST_00067,440.18,Paytm,grocery,"Mumbai, MH",UPI App,Branch,UPI,107.27.16.221,0,,
TXN_000120,2025-09-04 16:27:00,CUST_00044,367.24,Spotify,financial,"London, UK",ATM,Internet Banking,Wallet,180.45.167.239,0,,
TXN_000022,2025-09-20 09:56:00,CUST_00036,61598.21,Walmart,retail,"Ahmedabad, GJ",UPI App,Internet Banking,Wallet,58.223.189.150,1,unusual_merchant,High value transaction at merchant outside normal customer spending pattern
TXN_000141,2025-08-08 02:02:00,CUST_00057,1136.89,Starbucks,transport,"Mumbai, MH",UPI App,UPI,Debit Card,196.163.164.61,0,,
TXN_000136,2025-09-15 22:57:00,CUST_00027,265.53,McDonalds,grocery,"Mumbai, MH",POS Terminal,POS,Debit Card,54.111.130.210,0,,
TXN_000031,2025-09-28 16:16:00,CUST_00052,173.27,Starbucks,transport,"Delhi, DL",POS Terminal,POS,UPI,191.73.62.117,0,,
TXN_000176,2025-08-20 19:33:00,CUST_00012,23537.72,Target,grocery,"London, UK",Android App,UPI,Credit Card,101.218.105.207,1,impossible_travel,Geographically impossible travel time from previous transaction location
TXN_000150,2025-08-13 14:18:00,CUST_00020,13330.56,Flipkart,retail,"Roorkee, UK",ATM,Mobile App,UPI,185.151.210.4,1,velocity_attack,Part of rapid successive transactions (velocity pattern detected)
TXN_000043,2025-09-20 20:45:00,CUST_00036,1062.42,Uber,entertainment,"Delhi, DL",UPI App,POS,Net Banking,163.212.8.24,0,,
TXN_000156,2025-09-24 19:10:00,CUST_00030,328.23,Tata Power,travel,"Kolkata, WB",ATM,POS,Credit Card,140.151.192.111,0,,
TXN_000064,2025-08-10 18:31:00,CUST_00037,367.47,PhonePe,financial,"Roorkee, UK",Web Browser,Internet Banking,Net Banking,172.37.121.98,0,,
TXN_000014,2025-08-09 04:35:00,CUST_00056,728.45,Target,utilities,"Mumbai, MH",UPI App,ATM,UPI,112.59.97.138,0,,
TXN_000073,2025-08-28 19:43:00,CUST_00071,1761.28,Ola,transport,"Pune, MH",Android App,Internet Banking,Wallet,113.214.89.29,0,,
TXN_000140,2025-10-03 19:32:00,CUST_00015,1952.86,Starbucks,retail,"Mumbai, MH",POS Terminal,Branch,UPI,111.199.22.103,0,,
TXN_000154,2025-09-30 16:59:00,CUST_00028,1304.68,Airtel,grocery,"Roorkee, UK",Android App,UPI,Credit Card,150.247.39.77,0,,
TXN_000134,2025-09-10 23:25:00,CUST_00079,559.64,Zomato,transport,"Ahmedabad, GJ",ATM,UPI,Credit Card,112.184.41.135,0,,
TXN_000104,2025-09-25 05:18:00,CUST_00011,191.62,Booking.com,electronics,"Bangalore, KA",Web Browser,ATM,Net Banking,203.193.218.43,0,,
TXN_000118,2025-10-06 04:52:00,CUST_00007,842.79,HDFC Bank,entertainment,"Ahmedabad, GJ",Web Browser,Branch,Debit Card,152.103.23.103,0,,
TXN_000143,2025-09-15 02:46:00,CUST_00068,1456.44,MakeMyTrip,utilities,"Kolkata, WB",Web Browser,Branch,Credit Card,167.244.29.144,0,,
TXN_000186,2025-09-10 17:42:00,CUST_00055,1578.55,HDFC Bank,utilities,"Delhi, DL",UPI App,Mobile App,Debit Card,101.142.96.192,0,,
TXN_000175,2025-08-09 04:07:00,CUST_00015,300.53,Flipkart,entertainment,"Ahmedabad, GJ",UPI App,Internet Banking,Debit Card,57.125.134.90,0,,
TXN_000009,2025-08-20 01:20:00,CUST_00059,449.95,Swiggy,retail,"Jaipur, RJ",POS Terminal,UPI,Credit Card,88.105.82.139,0,,
TXN_000101,2025-09-24 19:07:00,CUST_00031,4003.92,Paytm,travel,"San Francisco, USA",UPI App,POS,Net Banking,210.56.69.17,0,,
TXN_000167,2025-09-15 00:54:00,CUST_00062,1502.66,Paytm,travel,"Ahmedabad, GJ",ATM,Branch,Net Banking,130.27.153.12,0,,
TXN_000161,2025-09-19 16:19:00,CUST_00014,471.46,McDonalds,food,"Pune, MH",POS Terminal,Internet Banking,Debit Card,131.164.102.123,0,,
TXN_000033,2025-10-04 01:43:00,CUST_00032,2017.7,HDFC Bank,entertainment,"Hyderabad, TS",Web Browser,ATM,Wallet,69.45.77.60,0,,
TXN_000076,2025-09-24 11:27:00,CUST_00078,374.82,HDFC Bank,food,"Roorkee, UK",Web Browser,POS,Wallet,203.120.50.204,0,,
TXN_000079,2025-09-14 04:43:00,CUST_00014,264.99,Ola,financial,"Delhi, DL",POS Terminal,Internet Banking,Net Banking,192.206.13.156,0,,
TXN_000097,2025-08-24 18:52:00,CUST_00004,2561.09,Zomato,utilities,"Mumbai, MH",UPI App,POS,Net Banking,206.11.40.5,0,,
TXN_000188,2025-08-30 09:56:00,CUST_00050,483.48,Starbucks,electronics,"Ahmedabad, GJ",iOS App,ATM,Credit Card,59.246.30.243,0,,
TXN_000058,2025-09-18 22:39:00,CUST_00001,6823.82,Jio,entertainment,"Ahmedabad, GJ",POS Terminal,UPI,Net Banking,165.248.164.223,0,,
TXN_000192,2025-09-27 05:15:00,CUST_00048,50445.72,Amazon,food,"Pune, MH",Web Browser,Branch,UPI,176.126.184.15,1,new_device_large_amount,Large transaction from previously unseen device
TXN_000178,2025-09-22 14:32:00,CUST_00008,12069.71,Airbnb,entertainment,"Bangalore, KA",UPI App,POS,Net Banking,85.157.137.161,1,velocity_attack,Velocity cluster - multiple transactions in under 25 minutes
TXN_000195,2025-09-14 10:48:00,CUST_00029,277.23,MakeMyTrip,financial,"Chennai, TN",Web Browser,UPI,Debit Card,208.72.237.95,0,,
TXN_000125,2025-08-08 17:15:00,CUST_00062,2264.16,MakeMyTrip,transport,"Hyderabad, TS",Android App,Branch,Net Banking,130.132.178.144,0,,
TXN_000112,2025-08-14 02:27:00,CUST_00065,2447.38,MakeMyTrip,retail,"Bangalore, KA",Web Browser,Mobile App,Debit Card,99.172.140.33,0,,
TXN_000041,2025-08-15 17:31:00,CUST_00020,334.47,HDFC Bank,electronics,"Chennai, TN",ATM,Branch,Wallet,117.92.125.213,0,,
TXN_000035,2025-08-17 21:43:00,CUST_00046,2801.93,Target,entertainment,"Jaipur, RJ",ATM,POS,UPI,148.96.207.186,0,,
TXN_000160,2025-10-04 02:45:00,CUST_00064,291.05,Croma,food,"Chennai, TN",UPI App,Branch,Net Banking,201.167.100.118,0,,
TXN_000078,2025-09-13 00:53:00,CUST_00020,5709.7,Airtel,grocery,"Mumbai, MH",ATM,ATM,Net Banking,62.83.159.91,0,,
TXN_000087,2025-08-10 00:32:00,CUST_00073,8427.81,HDFC Bank,grocery,"Roorkee, UK",iOS App,POS,Net Banking,210.87.140.152,0,,
TXN_000026,2025-09-19 17:40:00,CUST_00004,1889.73,Jio,travel,"San Francisco, USA",ATM,UPI,Wallet,78.108.97.66,0,,
TXN_000102,2025-09-25 23:08:00,CUST_00059,655.24,Uber,retail,"Mumbai, MH",POS Terminal,POS,Debit Card,58.202.97.74,0,,
TXN_000096,2025-08-13 23:35:00,CUST_00058,13561.9,Ola,financial,"Ahmedabad, GJ",POS Terminal,ATM,Credit Card,147.30.191.58,1,velocity_attack,Part of rapid successive transactions (velocity pattern detected)
TXN_000019,2025-08-07 11:56:00,CUST_00039,304.83,Myntra,grocery,"Mumbai, MH",POS Terminal,Internet Banking,Wallet,116.43.178.226,0,,
TXN_000094,2025-09-29 18:24:00,CUST_00058,964.7,McDonalds,transport,"Ahmedabad, GJ",ATM,POS,Debit Card,146.138.214.248,0,,
TXN_000169,2025-08-18 22:33:00,CUST_00052,236.4,Reliance Retail,food,"Mumbai, MH",ATM,Mobile App,Credit Card,101.81.32.148,0,,
TXN_000029,2025-09-19 02:30:00,CUST_00037,703.87,HDFC Bank,transport,"Pune, MH",UPI App,Internet Banking,UPI,121.141.171.24,0,,
TXN_000184,2025-08-25 15:19:00,CUST_00012,359.64,MakeMyTrip,travel,"Bangalore, KA",UPI App,Internet Banking,UPI,184.154.4.157,0,,
TXN_000151,2025-09-06 22:02:00,CUST_00003,22906.9,MakeMyTrip,financial,"Mumbai, MH",Android App,Mobile App,UPI,183.48.123.50,1,account_takeover_burst,Sudden burst of transactions after period of inactivity (possible ATO)
TXN_000038,2025-09-28 18:11:00,CUST_00004,502.64,ICICI Bank,transport,"Delhi, DL",Web Browser,Internet Banking,Wallet,204.201.58.200,0,,
TXN_000170,2025-08-20 21:20:00,CUST_00014,456.12,Apple Store,financial,"Delhi, DL",Web Browser,UPI,Net Banking,205.110.58.90,0,,
TXN_000016,2025-08-09 01:10:00,CUST_00053,9576.1,Flipkart,grocery,"London, UK",ATM,ATM,Net Banking,191.179.249.40,1,impossible_travel,Geographically impossible travel time from previous transaction location
TXN_000083,2025-09-20 04:26:00,CUST_00040,1543.97,BigBasket,retail,"Mumbai, MH",UPI App,Internet Banking,Wallet,192.223.181.19,0,,
TXN_000198,2025-09-28 00:09:00,CUST_00013,213.89,Croma,financial,"Bangalore, KA",ATM,Branch,Debit Card,130.125.139.60,0,,
TXN_000088,2025-09-22 14:37:00,CUST_00008,10129.63,Apple Store,utilities,"Dubai, UAE",iOS App,UPI,Wallet,178.108.236.149,1,velocity_attack,Velocity cluster - multiple transactions in under 25 minutes
TXN_000034,2025-09-21 02:34:00,CUST_00050,8349.74,Croma,food,"Pune, MH",ATM,UPI,UPI,196.107.244.2,1,velocity_attack,Part of rapid successive transactions (velocity pattern detected)
TXN_000052,2025-09-02 19:59:00,CUST_00052,899.07,Myntra,entertainment,Singapore,iOS App,Internet Banking,Wallet,199.15.137.148,0,,
TXN_000158,2025-09-19 20:28:00,CUST_00001,640.55,BigBasket,entertainment,"Bangalore, KA",ATM,Mobile App,UPI,71.100.47.153,0,,
TXN_000085,2025-09-26 00:39:00,CUST_00080,361.26,Spotify,grocery,"Delhi, DL",Android App,Mobile App,Wallet,211.39.99.232,0,,
TXN_000001,2025-08-18 04:33:00,CUST_00015,1431.48,Zomato,retail,"Delhi, DL",iOS App,Mobile App,UPI,104.69.13.144,0,,
TXN_000123,2025-10-03 09:40:00,CUST_00068,179.7,Flipkart,electronics,"Roorkee, UK",ATM,Internet Banking,Net Banking,101.115.241.224,0,,
TXN_000135,2025-08-17 02:26:00,CUST_00058,1239.3,Jio,financial,"San Francisco, USA",Android App,Internet Banking,Debit Card,182.123.59.175,0,,
TXN_000006,2025-09-16 15:19:00,CUST_00041,67328.22,Jio,electronics,"Pune, MH",Android App,Internet Banking,Debit Card,84.73.134.192,1,new_device_large_amount,Large transaction from previously unseen device
